age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
54,blue-collar,married,secondary,no,853,no,no,unknown,16,24,5,-1,0,unknown,no
33,blue-collar,married,secondary,no,686,yes,yes,telephone,14,30,6,343,12,other,no
34,blue-collar,married,secondary,no,2308,yes,no,unknown,7,1062,1,-1,0,unknown,no
53,management,married,tertiary,no,583,no,no,cellular,17,226,1,184,4,success,yes
44,admin.,divorced,secondary,no,-88,yes,no,unknown,27,600,2,-1,0,unknown,no
30,technician,single,secondary,no,167,no,no,unknown,14,9,1,-1,0,unknown,no
35,technician,married,secondary,no,-499,yes,no,cellular,28,488,4,-1,0,unknown,no
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,788,2,-1,0,unknown,yes
51,blue-collar,married,secondary,no,518,yes,no,cellular,12,918,1,-1,0,unknown,yes
33,technician,single,tertiary,no,109,yes,yes,cellular,25,601,2,10,7,failure,yes
48,services,married,secondary,no,515,yes,no,telephone,20,7,5,-1,0,unknown,no
40,housemaid,single,tertiary,no,7441,no,no,cellular,31,1461,6,-1,0,unknown,yes
46,admin.,divorced,secondary,no,2087,no,no,cellular,20,768,3,-1,0,unknown,yes
46,management,divorced,tertiary,no,-49,yes,no,unknown,20,10,23,-1,0,unknown,no
50,blue-collar,married,secondary,no,616,yes,no,cellular,6,439,6,-1,0,unknown,no
31,housemaid,single,tertiary,no,0,no,no,cellular,22,78,3,-1,0,unknown,no
26,blue-collar,single,primary,no,-579,yes,no,unknown,16,320,3,-1,0,unknown,no
57,management,married,primary,no,0,no,no,unknown,19,455,1,-1,0,unknown,no
27,housemaid,married,primary,no,0,yes,no,cellular,23,435,3,-1,0,unknown,no
32,technician,single,tertiary,no,881,no,no,cellular,8,79,1,-1,0,unknown,no
26,admin.,married,secondary,no,416,yes,yes,unknown,18,172,2,-1,0,unknown,no
28,entrepreneur,married,tertiary,no,59,no,no,cellular,3,330,3,190,6,failure,no
50,technician,married,tertiary,no,199,yes,yes,cellular,3,116,2,253,1,failure,no
35,blue-collar,married,secondary,no,612,yes,no,telephone,14,47,4,-1,0,unknown,no
46,services,married,secondary,no,0,no,no,cellular,18,74,4,-1,0,unknown,no
31,management,married,tertiary,no,1164,yes,yes,cellular,18,141,2,123,3,failure,no
33,management,married,tertiary,no,808,yes,no,cellular,19,12,16,-1,0,unknown,no
66,unemployed,single,primary,no,1323,no,no,telephone,10,207,11,-1,0,unknown,no
31,management,single,tertiary,no,37,no,no,cellular,8,669,2,-1,0,unknown,yes
30,technician,single,tertiary,no,3291,yes,no,unknown,19,1218,3,-1,0,unknown,yes
47,management,married,secondary,no,407,yes,no,cellular,17,145,3,-1,0,unknown,no
28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,27,1,345,1,failure,no
60,blue-collar,divorced,secondary,no,0,yes,no,unknown,29,1207,1,-1,0,unknown,yes
32,management,single,tertiary,no,2069,no,no,cellular,22,545,1,-1,0,unknown,yes
25,admin.,single,secondary,no,96,yes,no,unknown,9,176,2,-1,0,unknown,no
61,management,married,tertiary,no,477,yes,no,cellular,29,377,1,520,1,other,yes
39,management,married,tertiary,no,63,yes,no,cellular,16,479,1,330,1,failure,no
27,blue-collar,married,primary,no,237,yes,no,cellular,22,283,6,-1,0,unknown,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,306,5,-1,0,unknown,no
57,retired,divorced,primary,yes,0,no,yes,cellular,24,125,2,-1,0,unknown,no
27,services,single,primary,no,140,yes,yes,cellular,25,361,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,0,yes,no,cellular,18,82,4,-1,0,unknown,no
31,admin.,married,secondary,no,314,yes,no,cellular,17,279,1,-1,0,unknown,no
46,entrepreneur,married,unknown,no,1481,yes,no,unknown,7,49,3,-1,0,unknown,no
57,admin.,married,secondary,no,2518,yes,no,cellular,11,82,2,-1,0,unknown,no
61,retired,divorced,secondary,no,4243,no,no,cellular,30,315,1,182,2,success,yes
34,admin.,married,secondary,no,50,yes,no,cellular,2,173,1,258,2,failure,no
36,management,married,tertiary,no,4069,no,no,cellular,21,517,1,-1,0,unknown,yes
37,housemaid,married,primary,no,0,no,no,cellular,29,17,12,-1,0,unknown,no
30,management,single,tertiary,no,4319,yes,no,cellular,19,144,1,-1,0,unknown,no
60,retired,married,tertiary,no,10500,no,no,cellular,19,56,7,-1,0,unknown,no
32,management,divorced,tertiary,no,5306,yes,no,unknown,20,201,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,0,yes,no,unknown,19,202,1,-1,0,unknown,no
31,management,single,tertiary,no,725,yes,no,cellular,27,345,1,452,1,other,no
35,management,divorced,tertiary,no,3837,yes,no,unknown,8,1084,1,-1,0,unknown,yes
33,management,divorced,tertiary,no,0,no,no,cellular,13,305,2,-1,0,unknown,no
49,management,married,tertiary,yes,10,yes,no,cellular,21,226,1,-1,0,unknown,no
34,management,married,tertiary,no,1906,yes,no,cellular,14,68,3,-1,0,unknown,no
29,technician,single,tertiary,no,313,no,yes,cellular,8,227,2,-1,0,unknown,no
32,services,single,secondary,no,2615,no,no,cellular,19,853,1,-1,0,unknown,yes
31,admin.,married,secondary,no,184,yes,no,unknown,12,378,3,-1,0,unknown,no
25,technician,single,secondary,no,5695,no,no,cellular,16,124,1,-1,0,unknown,no
72,retired,married,tertiary,no,3561,no,no,telephone,15,511,3,184,7,success,yes
72,retired,married,primary,no,1612,no,no,cellular,7,530,2,-1,0,unknown,yes
31,technician,married,secondary,no,585,yes,no,telephone,11,133,1,-1,0,unknown,no
63,unemployed,married,primary,no,0,no,no,telephone,30,337,3,-1,0,unknown,no
37,management,married,tertiary,no,655,no,no,unknown,28,244,3,-1,0,unknown,no
53,admin.,divorced,unknown,no,236,yes,no,unknown,7,354,1,-1,0,unknown,no
29,services,married,secondary,no,30,yes,no,cellular,23,74,3,-1,0,unknown,no
28,management,single,tertiary,no,-56,no,yes,cellular,23,884,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,3,no,no,cellular,26,153,14,-1,0,unknown,no
60,housemaid,married,unknown,no,2769,no,no,cellular,13,96,2,-1,0,unknown,no
72,retired,divorced,tertiary,no,438,no,no,cellular,23,279,1,-1,0,unknown,yes
30,services,married,secondary,no,271,yes,no,unknown,15,365,1,-1,0,unknown,no
44,admin.,married,secondary,no,-314,no,no,cellular,18,144,3,-1,0,unknown,no
37,management,married,tertiary,no,5205,yes,no,unknown,23,493,2,-1,0,unknown,no
33,management,single,tertiary,no,923,yes,no,cellular,19,1307,3,173,6,failure,no
49,entrepreneur,married,secondary,no,348,yes,no,unknown,14,139,2,-1,0,unknown,no
47,admin.,single,secondary,no,3696,no,no,cellular,12,758,4,-1,0,unknown,yes
44,blue-collar,single,primary,no,1308,no,yes,unknown,19,161,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,322,yes,no,cellular,7,63,1,-1,0,unknown,no
39,services,divorced,secondary,no,229,yes,no,cellular,4,238,1,-1,0,unknown,no
36,self-employed,married,tertiary,no,16430,yes,no,unknown,6,197,3,-1,0,unknown,no
30,blue-collar,married,primary,no,1317,yes,no,unknown,21,395,2,-1,0,unknown,no
38,technician,married,secondary,no,6728,no,no,cellular,25,232,1,96,4,success,yes
26,admin.,single,secondary,no,766,no,no,cellular,15,457,2,-1,0,unknown,yes
59,retired,married,secondary,no,163,no,no,cellular,24,464,1,-1,0,unknown,no
30,management,single,tertiary,no,18,no,no,unknown,20,121,11,-1,0,unknown,no
50,blue-collar,married,primary,no,3304,yes,no,cellular,20,218,1,-1,0,unknown,no
33,technician,married,secondary,yes,72,yes,no,unknown,6,623,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,2857,no,no,cellular,3,446,1,-1,0,unknown,yes
32,blue-collar,divorced,primary,no,4805,no,yes,cellular,4,138,3,-1,0,unknown,no
59,technician,married,secondary,no,2034,no,no,cellular,20,218,2,-1,0,unknown,no
56,management,married,tertiary,no,1390,yes,no,cellular,18,543,1,-1,0,unknown,yes
34,management,divorced,tertiary,no,582,no,no,cellular,20,209,3,-1,0,unknown,no
67,retired,divorced,secondary,no,704,no,no,cellular,8,186,2,97,1,success,yes
46,blue-collar,married,secondary,no,2836,yes,no,cellular,14,13,7,358,7,other,no
35,services,single,secondary,no,1354,no,yes,cellular,21,278,6,-1,0,unknown,no
42,entrepreneur,married,primary,no,759,yes,no,telephone,13,80,1,343,10,failure,no
35,blue-collar,married,secondary,no,365,yes,yes,cellular,20,63,2,-1,0,unknown,no
50,management,married,tertiary,yes,37,no,no,cellular,4,869,1,-1,0,unknown,no
33,blue-collar,married,secondary,yes,-266,yes,yes,cellular,3,16,7,-1,0,unknown,no
49,retired,divorced,secondary,no,-268,yes,no,cellular,6,42,2,206,5,failure,no
29,services,single,secondary,no,9,no,yes,cellular,8,202,2,-1,0,unknown,no
45,blue-collar,married,primary,no,0,no,no,cellular,26,454,2,-1,0,unknown,no
51,housemaid,divorced,tertiary,no,1613,no,no,cellular,4,870,1,-1,0,unknown,yes
56,services,married,secondary,no,2658,yes,no,unknown,15,302,1,-1,0,unknown,no
51,technician,married,secondary,no,-153,no,no,cellular,20,72,2,92,4,failure,no
26,admin.,single,secondary,no,125,no,no,cellular,4,92,1,118,6,other,no
34,blue-collar,married,secondary,no,563,no,yes,cellular,3,150,2,-1,0,unknown,no
50,management,married,tertiary,no,2488,yes,no,unknown,29,91,2,-1,0,unknown,no
26,management,single,tertiary,no,1494,yes,no,cellular,6,477,2,-1,0,unknown,no
46,blue-collar,married,primary,no,0,yes,no,cellular,12,278,1,-1,0,unknown,no
24,student,single,unknown,no,782,no,no,cellular,4,12,7,91,1,other,no
37,technician,single,secondary,no,267,no,no,cellular,13,121,1,-1,0,unknown,no
32,blue-collar,married,primary,no,634,no,no,cellular,29,696,1,-1,0,unknown,yes
57,technician,divorced,secondary,no,-305,yes,no,cellular,14,43,4,-1,0,unknown,no
31,blue-collar,married,secondary,no,-190,yes,yes,cellular,8,299,3,-1,0,unknown,no
33,services,married,secondary,no,0,no,no,cellular,9,128,1,-1,0,unknown,no
37,services,divorced,secondary,no,75,yes,no,cellular,14,160,1,-1,0,unknown,no
50,management,married,tertiary,no,0,no,no,unknown,20,26,4,-1,0,unknown,no
57,retired,married,primary,no,318,no,no,cellular,22,371,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,1678,yes,no,unknown,18,187,1,154,1,failure,no
45,admin.,married,secondary,no,204,yes,no,cellular,3,224,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,-304,yes,yes,unknown,2,178,4,-1,0,unknown,no
27,management,single,secondary,no,116,yes,no,cellular,6,138,2,-1,0,unknown,no
55,housemaid,divorced,secondary,no,0,no,no,cellular,31,829,1,-1,0,unknown,no
60,unemployed,divorced,secondary,no,4,no,no,telephone,5,882,2,-1,0,unknown,no
44,technician,married,secondary,no,331,yes,no,cellular,20,256,4,-1,0,unknown,no
30,student,single,unknown,no,1232,yes,no,unknown,6,52,4,-1,0,unknown,no
26,blue-collar,married,secondary,no,160,yes,no,cellular,18,252,4,-1,0,unknown,no
50,technician,married,primary,no,570,no,no,unknown,20,21,3,-1,0,unknown,no
29,blue-collar,single,primary,no,269,no,no,telephone,6,40,1,-1,0,unknown,no
43,management,divorced,tertiary,no,580,yes,no,cellular,11,1514,1,284,2,failure,yes
36,blue-collar,single,secondary,no,-175,yes,no,unknown,15,180,2,-1,0,unknown,no
37,management,married,tertiary,no,31,no,no,cellular,22,72,2,-1,0,unknown,no
35,services,married,secondary,no,5029,yes,yes,unknown,2,369,2,-1,0,unknown,no
30,technician,single,secondary,no,925,no,no,cellular,20,240,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-185,yes,yes,unknown,13,276,1,-1,0,unknown,no
32,technician,married,tertiary,no,3820,yes,no,cellular,3,105,1,-1,0,unknown,no
54,management,divorced,tertiary,no,0,no,no,cellular,28,276,6,-1,0,unknown,no
58,retired,married,secondary,no,1230,no,no,cellular,20,420,1,87,1,failure,yes
31,management,married,tertiary,no,2994,yes,no,cellular,10,182,1,229,2,failure,no
48,management,married,tertiary,yes,0,no,yes,cellular,9,18,8,-1,0,unknown,no
31,management,married,tertiary,no,81,yes,no,cellular,29,164,2,-1,0,unknown,yes
58,blue-collar,married,primary,no,0,no,no,telephone,16,558,6,-1,0,unknown,no
47,admin.,divorced,secondary,no,-364,yes,yes,unknown,9,240,2,-1,0,unknown,no
52,blue-collar,married,primary,no,230,yes,no,cellular,6,198,2,170,2,failure,no
27,student,single,secondary,no,568,yes,no,cellular,18,28,6,-1,0,unknown,no
40,management,married,secondary,no,394,yes,no,cellular,16,60,5,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,60,no,yes,unknown,4,426,3,-1,0,unknown,no
33,blue-collar,married,primary,no,309,yes,no,cellular,15,42,4,-1,0,unknown,no
58,retired,married,secondary,no,8332,no,no,unknown,17,164,2,96,4,failure,no
40,technician,single,secondary,no,2017,yes,no,cellular,28,105,1,244,1,other,no
37,technician,single,tertiary,no,876,yes,no,unknown,23,213,4,-1,0,unknown,no
54,management,married,tertiary,no,11246,no,no,cellular,19,122,2,-1,0,unknown,no
36,technician,married,secondary,no,283,yes,yes,unknown,27,56,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,3,yes,no,cellular,12,118,1,-1,0,unknown,no
45,management,divorced,tertiary,no,2813,yes,no,cellular,13,43,1,-1,0,unknown,no
33,management,divorced,tertiary,no,2885,no,no,cellular,5,1051,2,-1,0,unknown,yes
52,unemployed,married,primary,no,959,no,no,telephone,30,694,2,-1,0,unknown,yes
56,retired,married,unknown,no,230,no,no,cellular,8,58,2,-1,0,unknown,no
49,blue-collar,married,primary,no,1133,yes,no,cellular,4,291,3,-1,0,unknown,no
56,management,married,tertiary,no,0,no,no,cellular,19,486,4,-1,0,unknown,no
58,technician,divorced,secondary,no,797,yes,no,unknown,6,134,2,-1,0,unknown,no
51,blue-collar,married,primary,no,804,yes,no,cellular,9,176,1,-1,0,unknown,no
32,management,married,tertiary,no,1852,no,no,cellular,2,175,2,-1,0,unknown,no
47,technician,married,tertiary,no,0,no,no,cellular,17,120,1,-1,0,unknown,no
47,technician,married,secondary,no,834,no,yes,cellular,21,902,1,133,2,other,yes
38,services,married,secondary,no,-349,yes,no,cellular,20,111,2,328,5,failure,no
36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,88,1,154,2,failure,no
33,management,married,tertiary,no,2126,no,no,cellular,8,174,2,-1,0,unknown,no
30,technician,single,secondary,no,500,yes,no,cellular,8,176,1,543,3,failure,no
51,management,married,tertiary,no,2582,no,no,cellular,26,197,3,-1,0,unknown,no
38,admin.,married,secondary,no,215,yes,yes,unknown,6,173,2,-1,0,unknown,no
28,student,single,secondary,no,153,no,no,cellular,23,1124,2,-1,0,unknown,yes
55,services,married,unknown,no,2944,no,no,cellular,27,672,6,-1,0,unknown,yes
32,blue-collar,single,primary,no,1918,yes,no,cellular,17,321,1,-1,0,unknown,no
38,admin.,single,unknown,no,31,no,no,cellular,20,59,3,-1,0,unknown,no
35,admin.,divorced,secondary,no,869,yes,no,unknown,29,173,1,-1,0,unknown,no
57,technician,single,secondary,no,104,no,no,cellular,21,297,2,-1,0,unknown,no
33,management,married,tertiary,no,603,yes,no,cellular,29,265,1,-1,0,unknown,no
33,technician,married,secondary,no,1072,no,yes,unknown,29,144,2,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,4597,yes,no,cellular,10,285,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,643,no,no,cellular,3,308,2,-1,0,unknown,yes
22,student,single,unknown,no,3317,no,no,cellular,10,148,1,-1,0,unknown,no
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,594,1,91,1,success,yes
41,management,married,tertiary,no,-370,yes,no,cellular,8,233,2,-1,0,unknown,no
52,self-employed,married,tertiary,no,1088,yes,no,unknown,6,217,2,-1,0,unknown,no
50,blue-collar,married,primary,no,8000,yes,no,cellular,20,221,10,-1,0,unknown,no
76,management,married,unknown,no,1780,yes,no,telephone,23,413,3,-1,0,unknown,yes
45,technician,married,secondary,no,581,no,no,cellular,8,156,2,-1,0,unknown,no
49,technician,married,secondary,yes,-74,yes,no,cellular,19,114,1,-1,0,unknown,no
58,admin.,married,secondary,no,1142,no,no,telephone,4,82,3,-1,0,unknown,no
28,management,married,tertiary,yes,84,no,yes,cellular,28,48,21,-1,0,unknown,no
29,services,married,secondary,no,31,yes,no,cellular,24,71,5,-1,0,unknown,no
37,blue-collar,married,secondary,no,121,yes,yes,cellular,13,302,4,-1,0,unknown,no
34,technician,married,secondary,no,384,yes,no,cellular,6,127,2,831,1,other,no
31,management,married,secondary,no,89,yes,no,unknown,26,167,1,-1,0,unknown,no
59,retired,divorced,primary,no,47,yes,no,telephone,18,110,3,374,1,failure,no
56,blue-collar,married,primary,no,2765,no,no,cellular,13,222,3,-1,0,unknown,no
41,entrepreneur,married,secondary,no,0,yes,yes,cellular,21,12,5,190,1,failure,no
55,technician,married,secondary,no,57,yes,no,unknown,12,331,12,-1,0,unknown,no
49,technician,single,unknown,no,443,no,no,unknown,20,25,11,-1,0,unknown,no
42,blue-collar,married,secondary,no,443,yes,no,unknown,2,671,5,-1,0,unknown,yes
46,management,married,secondary,no,4105,yes,no,cellular,15,115,3,258,2,failure,no
34,management,married,tertiary,no,0,yes,no,telephone,24,60,1,-1,0,unknown,no
34,self-employed,single,secondary,no,1261,yes,no,cellular,9,169,2,-1,0,unknown,no
36,self-employed,married,tertiary,no,11387,no,no,cellular,15,134,1,-1,0,unknown,no
41,admin.,married,secondary,no,14968,no,no,cellular,23,1360,4,-1,0,unknown,yes
32,management,single,tertiary,no,2974,yes,no,cellular,20,169,1,-1,0,unknown,no
43,management,divorced,secondary,no,51,no,no,cellular,2,430,1,-1,0,unknown,yes
42,technician,married,secondary,no,83,yes,yes,cellular,11,120,2,-1,0,unknown,no
56,technician,married,secondary,no,589,yes,no,unknown,23,518,1,147,2,success,yes
48,management,married,tertiary,no,5320,yes,no,unknown,20,792,1,-1,0,unknown,yes
50,self-employed,married,secondary,no,10052,no,no,cellular,13,665,2,-1,0,unknown,yes
41,blue-collar,married,primary,no,2053,no,no,cellular,31,81,4,-1,0,unknown,no
58,technician,married,unknown,no,71,yes,no,unknown,5,71,1,-1,0,unknown,no
40,blue-collar,divorced,primary,yes,0,yes,no,telephone,21,333,3,-1,0,unknown,no
59,retired,divorced,primary,no,643,yes,no,unknown,13,354,2,-1,0,unknown,no
23,services,single,secondary,no,91,yes,no,unknown,16,374,2,-1,0,unknown,no
56,management,divorced,tertiary,no,535,yes,no,cellular,24,67,1,-1,0,unknown,no
48,management,married,tertiary,no,0,yes,no,cellular,26,204,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,-473,yes,no,unknown,26,233,1,-1,0,unknown,no
40,technician,married,tertiary,no,602,yes,no,cellular,15,145,4,360,7,failure,no
31,services,married,secondary,no,447,no,no,cellular,4,327,3,77,3,success,yes
38,unemployed,single,secondary,no,804,no,no,cellular,1,1087,1,-1,0,unknown,yes
56,blue-collar,married,unknown,no,260,yes,no,telephone,30,250,2,-1,0,unknown,no
35,management,single,tertiary,no,123,yes,no,unknown,9,83,3,-1,0,unknown,no
55,management,single,tertiary,no,0,no,no,cellular,30,156,3,-1,0,unknown,no
46,services,married,secondary,no,1381,yes,no,cellular,22,115,3,379,1,failure,no
42,blue-collar,divorced,primary,no,301,yes,no,cellular,17,1175,2,-1,0,unknown,yes
27,student,single,secondary,no,833,no,no,telephone,25,359,5,-1,0,unknown,no
29,management,married,tertiary,no,202,yes,no,cellular,7,378,1,-1,0,unknown,no
42,technician,married,secondary,no,5455,no,no,cellular,11,149,4,-1,0,unknown,no
48,services,divorced,secondary,no,457,yes,no,cellular,11,199,1,326,5,other,no
35,technician,married,secondary,no,2355,yes,no,cellular,9,515,1,-1,0,unknown,no
37,entrepreneur,married,primary,no,-204,yes,no,cellular,24,467,1,-1,0,unknown,no
32,technician,single,tertiary,no,705,yes,no,cellular,20,20,4,-1,0,unknown,no
32,student,married,tertiary,no,744,yes,no,cellular,14,506,2,352,1,other,no
48,blue-collar,married,secondary,no,2214,no,no,cellular,19,607,7,-1,0,unknown,no
39,blue-collar,married,primary,no,3324,no,no,cellular,9,108,1,-1,0,unknown,no
31,technician,married,secondary,no,510,yes,no,unknown,21,117,3,-1,0,unknown,no
51,management,married,tertiary,no,469,no,no,cellular,14,491,1,182,3,success,yes
50,self-employed,divorced,tertiary,no,13,yes,no,cellular,20,76,1,-1,0,unknown,yes
39,technician,single,secondary,no,1022,yes,no,unknown,20,1410,2,-1,0,unknown,yes
42,management,divorced,tertiary,no,826,no,no,telephone,29,316,3,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,462,yes,no,unknown,23,260,3,-1,0,unknown,no
58,blue-collar,married,primary,no,66,yes,no,cellular,15,184,4,-1,0,unknown,no
35,management,married,tertiary,no,43,no,no,cellular,11,917,4,-1,0,unknown,yes
33,admin.,married,secondary,no,13160,no,no,cellular,10,212,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,827,yes,yes,cellular,8,201,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,4709,no,no,cellular,22,78,4,-1,0,unknown,no
37,management,single,tertiary,no,8828,no,no,unknown,12,1010,3,-1,0,unknown,yes
44,services,single,secondary,no,0,yes,no,unknown,14,179,1,-1,0,unknown,no
46,blue-collar,divorced,primary,no,452,yes,no,unknown,9,113,4,-1,0,unknown,no
44,self-employed,single,tertiary,no,97,yes,no,unknown,6,153,4,-1,0,unknown,no
38,blue-collar,married,primary,no,-459,yes,yes,cellular,19,219,2,-1,0,unknown,no
40,technician,married,secondary,no,2266,no,no,cellular,16,447,1,147,5,failure,yes
47,blue-collar,divorced,secondary,no,1480,yes,no,cellular,15,144,1,365,1,failure,no
54,technician,divorced,secondary,no,51,yes,no,unknown,13,123,1,-1,0,unknown,no
73,retired,married,secondary,no,19,no,no,cellular,5,509,2,-1,0,unknown,no
27,admin.,married,secondary,no,1293,yes,no,cellular,8,1665,3,-1,0,unknown,yes
35,admin.,divorced,secondary,no,183,no,yes,cellular,6,12,7,217,1,failure,no
36,management,married,secondary,no,0,no,no,cellular,20,80,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1230,yes,no,unknown,6,266,2,-1,0,unknown,no
55,services,divorced,secondary,no,0,no,no,cellular,27,262,6,193,4,success,yes
51,entrepreneur,married,unknown,no,606,yes,no,unknown,28,560,9,-1,0,unknown,yes
43,unemployed,married,primary,no,240,yes,no,unknown,23,83,2,-1,0,unknown,no
32,unemployed,single,secondary,no,2706,no,no,cellular,21,462,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,266,yes,no,unknown,7,287,1,-1,0,unknown,no
38,student,single,tertiary,no,3316,no,no,unknown,17,1345,3,-1,0,unknown,yes
36,management,married,tertiary,no,190,yes,no,cellular,5,217,1,-1,0,unknown,no
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,118,2,-1,0,unknown,no
39,services,single,secondary,no,26,yes,no,cellular,14,166,3,-1,0,unknown,no
54,technician,married,secondary,no,65,no,no,cellular,28,309,4,93,4,failure,no
41,services,married,secondary,no,1027,yes,no,unknown,2,53,2,-1,0,unknown,no
40,management,married,tertiary,no,2840,yes,no,cellular,8,1720,4,-1,0,unknown,no
54,housemaid,married,unknown,no,4789,no,no,unknown,11,83,1,-1,0,unknown,no
29,management,single,tertiary,no,1895,no,no,cellular,28,97,6,-1,0,unknown,no
54,management,married,secondary,no,0,no,no,cellular,19,106,1,-1,0,unknown,no
48,admin.,married,secondary,no,490,no,no,cellular,6,136,2,-1,0,unknown,no
24,admin.,single,secondary,no,1055,no,no,cellular,21,338,1,-1,0,unknown,no
54,management,married,tertiary,no,12,no,no,telephone,31,77,4,-1,0,unknown,no
45,management,married,tertiary,no,0,no,no,cellular,18,179,2,-1,0,unknown,no
33,admin.,single,secondary,no,2557,yes,no,cellular,18,186,1,-1,0,unknown,no
46,admin.,married,secondary,no,250,no,no,unknown,13,85,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,680,yes,no,unknown,15,173,2,-1,0,unknown,no
41,technician,married,secondary,no,3029,yes,no,cellular,17,251,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-350,yes,no,cellular,18,80,3,329,3,failure,no
33,technician,married,secondary,no,359,yes,no,cellular,20,210,1,242,1,other,no
37,services,married,secondary,no,2128,no,no,unknown,18,105,1,-1,0,unknown,no
39,technician,married,secondary,no,1427,yes,no,unknown,28,454,1,-1,0,unknown,no
62,retired,married,primary,no,1742,no,no,cellular,14,167,2,98,6,other,yes
59,blue-collar,married,primary,no,1227,no,no,cellular,29,89,5,-1,0,unknown,no
39,management,married,tertiary,no,13021,no,no,cellular,5,425,2,-1,0,unknown,no
45,management,married,tertiary,yes,-1655,yes,no,unknown,28,333,2,-1,0,unknown,no
53,unknown,married,unknown,no,1347,no,no,unknown,5,92,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,10,6,-1,0,unknown,no
46,admin.,married,secondary,no,171,yes,yes,cellular,11,251,1,430,1,failure,no
49,blue-collar,married,primary,no,-167,no,no,cellular,7,51,1,-1,0,unknown,no
38,blue-collar,married,primary,no,1597,no,no,telephone,8,15,1,-1,0,unknown,no
37,services,married,secondary,no,6089,yes,no,cellular,14,616,2,-1,0,unknown,yes
36,blue-collar,married,unknown,no,0,no,no,cellular,24,120,5,-1,0,unknown,no
57,admin.,married,primary,no,215,yes,yes,cellular,17,210,2,-1,0,unknown,no
35,management,single,tertiary,no,1422,yes,yes,cellular,20,28,7,272,3,other,no
51,admin.,single,secondary,yes,-2,no,no,unknown,5,402,3,-1,0,unknown,no
43,blue-collar,married,unknown,no,-19,no,yes,unknown,20,241,2,-1,0,unknown,no
52,admin.,married,secondary,no,1648,yes,no,cellular,19,172,3,-1,0,unknown,no
37,blue-collar,single,tertiary,no,1222,no,no,unknown,27,212,2,-1,0,unknown,no
55,blue-collar,married,primary,no,332,yes,no,unknown,8,318,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,189,no,no,cellular,19,71,4,-1,0,unknown,no
54,management,married,tertiary,no,55,yes,no,cellular,2,112,2,-1,0,unknown,no
44,technician,married,secondary,no,2626,yes,no,cellular,18,170,2,188,3,failure,no
32,technician,married,secondary,no,20,no,no,cellular,20,210,2,-1,0,unknown,no
32,services,single,secondary,no,85,yes,no,unknown,9,834,9,-1,0,unknown,no
26,admin.,single,secondary,no,0,yes,no,cellular,13,204,3,-1,0,unknown,no
53,blue-collar,married,primary,no,2144,yes,no,cellular,7,217,2,342,1,failure,no
28,admin.,single,secondary,no,-170,no,yes,cellular,10,720,2,-1,0,unknown,yes
66,retired,married,secondary,no,3409,no,no,cellular,12,801,1,86,2,failure,no
44,technician,single,secondary,no,3438,yes,no,telephone,30,68,2,-1,0,unknown,no
51,retired,married,secondary,no,1435,no,no,unknown,11,587,1,-1,0,unknown,yes
32,blue-collar,single,secondary,no,-691,yes,yes,unknown,2,53,1,-1,0,unknown,no
43,unemployed,married,secondary,no,1630,no,no,cellular,29,153,3,-1,0,unknown,no
39,management,single,tertiary,no,968,yes,no,cellular,7,59,1,258,6,failure,no
68,retired,single,tertiary,no,2144,no,no,cellular,26,708,1,96,3,success,yes
33,management,married,tertiary,no,0,yes,no,unknown,2,223,1,-1,0,unknown,no
38,unemployed,married,primary,no,7005,yes,no,cellular,25,696,1,202,2,success,yes
61,retired,married,secondary,no,479,no,no,cellular,22,464,5,-1,0,unknown,no
49,entrepreneur,married,primary,no,-63,yes,no,unknown,14,416,2,-1,0,unknown,no
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,164,4,92,4,success,yes
